ID,标题,项目,负责人,协作人,状态,优先级,截止时间,完成时间,创建时间,URL,内容
580,Task 579 GVJgSHfp,项目三(3)55555,user_357_W9zI8,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
581,Task 580 9Xv49vj4,Project PRJ_65_ARP,user_357_W9zI8,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
582,Task 581 ZcD3rYQl,Project PRJ_167_IUJ,user_271_R14sz,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
583,Task 582 pfJgW7iu,Project PRJ_136_DBX,user_82_5ciSv,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
584,Task 583 ORvzczaE,Project PRJ_190_EII,user_346_kMr8V,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
585,Task 584 VDnZUin5,Project PRJ_159_MZ5,user_509_kKAqG,,已完成 / Done,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
586,Task 585 TI35TdB1,Project PRJ_173_US2,user_659_UaVNK,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
588,Task 587 hxqRbiOP,Project PRJ_161_9RN,user_459_vvUkC,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
589,Task 588 zhHwXvCM,Project PRJ_35_8OV,user_269_AJSDa,,待处理 / To Do,中 / Medium,2025-12-27 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
590,Task 589 IFyEceaS,Project PRJ_112_EF0,user_789_wJgta,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
591,Task 590 wJ5O8lWh,Project PRJ_18_NEE,user_872_GLKLE,,已完成 / Done,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
592,Task 591 tmnJqE0T,Project PRJ_132_FXY,user_670_NqdWA,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
593,Task 592 e3Bix5jy,Project PRJ_68_20A,user_681_mRDbm,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
594,Task 593 Xf9LQvsJ,Project PRJ_164_Z2W,user_922_NL5kS,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
595,Task 594 7P1SJUu5,Project PRJ_151_JNR,user_827_OBELd,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
596,Task 595 UGvgPxdQ,Project PRJ_127_AFE,user_622_5pHBO,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
597,Task 596 tnC97iHY,Project PRJ_5_8YD,user_178_XXmG5,,阻塞中 / Blocked,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
598,Task 597 7y4WJSI5,Project PRJ_17_WC7,user_113_cfysW,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
599,Task 598 E7Qn7wFQ,Project PRJ_14_7K9,user_701_vPp4c,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
600,Task 599 fTJwOEci,Project PRJ_162_IMC,user_146_5hqlo,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
601,Task 600 csCNgFPP,Project PRJ_80_XZR,user_984_iJVKu,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
602,Task 601 Ifse8IrL,Project PRJ_123_IEH,user_981_n11mj,,进行中 / In Progress,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
603,Task 602 IGQn8djD,Project PRJ_170_6Y7,user_154_CXp8y,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
604,Task 603 2HWC2GO7,Project PRJ_74_QNH,user_213_VSZNb,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
605,Task 604 dE9Xq3SR,Project PRJ_17_WC7,user_890_uJunx,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
607,Task 606 0In5IXum,Project PRJ_186_QFT,user_140_LBwKB,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
608,Task 607 7kwvYBtM,Project PRJ_10_NWR,user_965_HVXLj,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
609,Task 608 XCQ9fU5p,Project PRJ_10_NWR,user_168_zPJWt,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
611,Task 610 1WrBXkji,Project PRJ_17_WC7,user_540_TOOuu,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
613,Task 612 LBd0IaF6,Project PRJ_5_8YD,user_297_ZsFPG,,进行中 / In Progress,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
614,Task 613 gt65G0jy,Project PRJ_86_KVK,user_550_24af2,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
615,Task 614 B1zpOfJX,Project PRJ_58_DVX,user_264_l6hlE,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
616,Task 615 nZGGJ5jS,Project PRJ_147_DEZ,user_635_zlmoe,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
617,Task 616 jmqXh99Y,Project PRJ_157_3W9,user_674_U4mIU,,待处理 / To Do,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
618,Task 617 wWLEHVLv,Project PRJ_161_9RN,user_109_340bL,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
619,Task 618 vtMZyjkY,Project PRJ_84_8IE,user_57_98T5w,,已完成 / Done,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
620,Task 619 7f0OUXFw,Project PRJ_12_HFK,user_988_deuBd,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
621,Task 620 f0zj4hjB,Project PRJ_145_2EL,user_445_csRpC,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
622,Task 621 7fXjFXvY,Project PRJ_174_VYL,user_119_pWFCw,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
623,Task 622 FKRPZtLg,Project PRJ_160_HGY,user_462_bO2sU,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
624,Task 623 vNEj8SBx,Project PRJ_133_22A,user_542_X3bZZ,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
625,Task 624 nuofphQ5,Project PRJ_154_E4E,user_648_vrnk1,,已完成 / Done,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
626,Task 625 xnvCFBDf,Project PRJ_52_NLX,user_879_o2df6,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
627,Task 626 kC1jz8CC,Project PRJ_164_Z2W,user_943_1mhs1,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
628,Task 627 MILf7jfW,Project PRJ_62_9XT,user_268_B9fGP,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
629,Task 628 3piuAnEY,Project PRJ_124_9RN,user_772_98rpB,,阻塞中 / Blocked,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
631,Task 630 IWtMaIzj,Project PRJ_147_DEZ,user_222_w0AkK,,已完成 / Done,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
632,Task 631 Xo5wYwhs,Project PRJ_169_MJY,user_983_ksa5W,,进行中 / In Progress,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
633,Task 632 7ZZ0hrSk,Project PRJ_86_KVK,user_502_RYZ2o,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
634,Task 633 mELxfDdj,Project PRJ_25_XDR,user_943_1mhs1,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
635,Task 634 VpgpMR86,Project PRJ_4_NHA,user_759_1WKxz,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
636,Task 635 WFBHG9zV,Project PRJ_82_YNP,user_569_UWsls,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
637,Task 636 392fXJ0k,Project PRJ_77_HNQ,user_996_bu6FE,,已完成 / Done,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
638,Task 637 EyO98758,Project PRJ_104_YJV,user_225_m0zCl,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
639,Task 638 0keMXVgq,Project PRJ_56_GF4,user_342_hqj4y,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
640,Task 639 I537vSHO,Project PRJ_126_ROM,user_532_N4bMy,,已完成 / Done,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
641,Task 640 kAHT5KC4,Project PRJ_150_MCO,user_849_R8gqO,,已完成 / Done,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
642,Task 641 66g2dUuB,Project PRJ_33_SR0,user_831_ArsNi,,已完成 / Done,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
643,Task 642 IPIFoduR,Project PRJ_90_I9M,user_148_vf49t,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
644,Task 643 ahYdbyOX,Project PRJ_111_HJT,user_784_UhGDX,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
645,Task 644 naH2GEVQ,Project PRJ_197_C7K,user_441_2nhvb,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
646,Task 645 wwxNGgGU,Project PRJ_103_M7T,user_425_x8cp4,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
647,Task 646 2HllbcI1,Project PRJ_188_94L,user_244_SL29e,,进行中 / In Progress,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
648,Task 647 KkQKMqRn,Project PRJ_138_TLV,user_811_GyDFl,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
649,Task 648 8p5Pypi2,Project PRJ_121_DJC,user_471_8Vwj0,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
650,Task 649 BBOxeHAx,Project PRJ_111_HJT,user_432_fClRm,,已完成 / Done,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
653,Task 652 3N8g2GOl,Project PRJ_11_CAD,user_321_AW7Gr,,已完成 / Done,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
654,Task 653 dPkJoalP,Project PRJ_1_YOT,user_459_vvUkC,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
655,Task 654 4uNOIM0K,Project PRJ_120_Q7K,user_216_qISXF,,已完成 / Done,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
656,Task 655 w8VSxA6u,Project PRJ_42_W0P,user_106_GsyRa,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
657,Task 656 9dg6Ertw,Project PRJ_169_MJY,user_472_7GuBz,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
658,Task 657 0fOFf4sW,Project PRJ_106_ZUY,user_10_UoYFR,,已完成 / Done,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:58,,Auto generated task content.
659,Task 658 GQUMBgTT,Project PRJ_163_LFK,user_493_N5kLx,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
660,Task 659 ZAccKfI2,Project PRJ_133_22A,user_946_rOfcY,,已完成 / Done,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
662,Task 661 uucpBGuW,Project PRJ_194_OSL,user_487_72CXu,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
663,Task 662 nClD7HSd,Project PRJ_3_YJD,user_315_6JoN4,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
664,Task 663 opwY8ZOd,Project PRJ_179_NCO,user_590_ZoExp,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
666,Task 665 ESTJGJxk,Project PRJ_124_9RN,user_959_SQS5d,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
668,Task 667 lj47OEFN,Project PRJ_20_NGL,user_604_gQCLf,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
669,Task 668 bD8t9np3,Project PRJ_157_3W9,user_356_oyhaP,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
670,Task 669 nCLgVkJv,Project PRJ_146_EJS,user_60_feXB5,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
671,Task 670 TGQQo7Xn,Project PRJ_120_Q7K,user_919_teXeS,,待处理 / To Do,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
672,Task 671 iP6GSpKz,Project PRJ_165_6KQ,user_873_rPjM4,,已完成 / Done,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
673,Task 672 jsOwBzYF,Project PRJ_7_ZL8,user_698_poEYD,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
674,Task 673 vVnpHtPB,Project PRJ_189_HPD,user_869_Xb7HT,,待处理 / To Do,中 / Medium,2025-12-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
676,Task 675 fAW5Z9oH,Project PRJ_96_W0M,user_193_etDFo,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
677,Task 676 pjpBOuzY,Project PRJ_158_NKV,user_592_bw4ge,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
678,Task 677 92UYlPTy,Project PRJ_18_NEE,user_843_FGYl8,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
679,Task 678 yizSsJCN,Project PRJ_194_OSL,user_127_TluQi,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
680,Task 679 Ns1p6hAn,Project PRJ_113_ZK8,user_193_etDFo,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
681,Task 680 Nx3g2K6t,Project PRJ_29_W9W,user_777_WKDCD,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
682,Task 681 dELu5MKo,Project PRJ_10_NWR,user_341_QGmj8,,已完成 / Done,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
683,Task 682 mA5iT0WH,Project PRJ_126_ROM,user_297_ZsFPG,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
684,Task 683 1XOOy3nJ,Project PRJ_110_J8D,user_874_FHDgC,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
685,Task 684 xhtUetC1,这是一个项目名称,user_43_B0RJO,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
686,Task 685 byNeX1wm,Project PRJ_177_NVU,user_590_ZoExp,,已完成 / Done,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
687,Task 686 2dowkn4x,Project PRJ_30_MSQ,user_778_0r78c,,已完成 / Done,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
688,Task 687 sgfTFLW0,Project PRJ_137_P7V,user_227_23ggt,,已完成 / Done,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
689,Task 688 bWks5nCS,Project PRJ_42_W0P,user_885_rjTJ0,,已完成 / Done,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
690,Task 689 TH63cnBT,Project PRJ_95_L1G,user_735_RHb98,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
691,Task 690 N7yVHjK0,Project PRJ_38_W0C,user_143_eI1tR,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
692,Task 691 3peRdYBy,Project PRJ_57_CU7,user_629_J1xRj,,已完成 / Done,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
693,Task 692 fYVTWz3r,Project PRJ_178_KUH,user_415_wESA3,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
694,Task 693 SFRWdNEZ,Project PRJ_120_Q7K,user_758_7wxo1,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
695,Task 694 F715ierX,Project PRJ_18_NEE,user_239_4B9tm,,已完成 / Done,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
696,Task 695 QzNCqj1P,Project PRJ_105_T2I,user_584_GgvLu,,待处理 / To Do,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
697,Task 696 2dFRc7La,Project PRJ_108_OQE,user_571_jHKrq,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
698,Task 697 QQPgpCHC,Project PRJ_57_CU7,user_472_7GuBz,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
699,Task 698 r6E4qfLQ,Project PRJ_4_NHA,user_896_ptz2g,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
700,Task 699 gjjmbns5,Project PRJ_120_Q7K,user_54_GBwxb,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
701,Task 700 p9Wf5gr6,Project PRJ_69_MXR,user_92_j0iaZ,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
703,Task 702 dEFT4R92,Project PRJ_101_U2O,user_898_pxRwk,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
704,Task 703 G8uXif1u,Project PRJ_176_T4O,user_626_Ux1Ld,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
705,Task 704 AqIK1ZnQ,Project PRJ_60_YMQ,user_986_BjNhX,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
706,Task 705 dipge9lK,Project PRJ_34_K3O,user_622_5pHBO,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
707,Task 706 zYMpaDBd,Project PRJ_159_MZ5,user_686_fnrnz,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
708,Task 707 F9UOZH9b,Project PRJ_116_VVB,user_483_iqe8V,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
709,Task 708 GS6kk2Qw,Project PRJ_118_UFN,user_365_H4H3I,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
710,Task 709 hN4rBiSN,Project PRJ_88_5S0,user_841_mL4uQ,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
712,Task 711 y4Y0BdsX,Project PRJ_185_HL1,user_518_OP1dF,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
713,Task 712 VNPlmjeI,Project PRJ_167_IUJ,user_511_4RflN,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
714,Task 713 6vYBWtNn,Project PRJ_129_ZLN,user_883_kbcsk,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
715,Task 714 wzDfXQCp,Project PRJ_155_JDO,user_610_dUMYc,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
716,Task 715 z06BJ80i,Project PRJ_108_OQE,user_844_IIPIs,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
717,Task 716 ZxMl6RXQ,Project PRJ_68_20A,user_123_GeMaP,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
718,Task 717 cd7JHusC,Project PRJ_65_ARP,user_545_jNRTG,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
720,Task 719 RL6VwAMO,Project PRJ_58_DVX,user_899_fAGce,,已完成 / Done,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
721,Task 720 Z99ogdLX,Project PRJ_49_T9L,user_710_RMiFe,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
722,Task 721 aZFqhsIx,Project PRJ_38_W0C,user_727_xWPyW,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
723,Task 722 ZL4zcm2M,Project PRJ_167_IUJ,user_378_q2fWo,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
724,Task 723 ciPaF5uE,Project PRJ_61_PKV,user_475_14Vug,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
